Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
WM5,NOX,01/09/2017 00:15,51.90000,ppb,P
WM5,NOX,01/09/2017 00:30,48.30000,ppb,P
WM5,NOX,01/09/2017 00:45,,ppb,P
WM5,NOX,01/09/2017 01:00,,ppb,P
WM5,NOX,01/09/2017 01:15,60.70000,ppb,P
WM5,NOX,01/09/2017 01:30,59.70000,ppb,P
WM5,NOX,01/09/2017 01:45,61.30000,ppb,P
WM5,NOX,01/09/2017 02:00,59.70000,ppb,P
WM5,NOX,01/09/2017 02:15,60.40000,ppb,P
WM5,NOX,01/09/2017 02:30,58.40000,ppb,P
WM5,NOX,01/09/2017 02:45,49.00000,ppb,P
WM5,NOX,01/09/2017 03:00,51.90000,ppb,P
WM5,NOX,01/09/2017 03:15,76.30000,ppb,P
WM5,NOX,01/09/2017 03:30,91.50000,ppb,P
WM5,NOX,01/09/2017 03:45,95.00000,ppb,P
WM5,NOX,01/09/2017 04:00,66.20000,ppb,P
WM5,NOX,01/09/2017 04:15,63.40000,ppb,P
WM5,NOX,01/09/2017 04:30,68.10000,ppb,P
WM5,NOX,01/09/2017 04:45,69.50000,ppb,P
WM5,NOX,01/09/2017 05:00,57.90000,ppb,P
WM5,NOX,01/09/2017 05:15,27.70000,ppb,P
WM5,NOX,01/09/2017 05:30,31.20000,ppb,P
WM5,NOX,01/09/2017 05:45,34.10000,ppb,P
WM5,NOX,01/09/2017 06:00,40.70000,ppb,P
WM5,NOX,01/09/2017 06:15,39.20000,ppb,P
WM5,NOX,01/09/2017 06:30,125.00000,ppb,P
WM5,NOX,01/09/2017 06:45,56.80000,ppb,P
WM5,NOX,01/09/2017 07:00,42.20000,ppb,P
WM5,NOX,01/09/2017 07:15,42.00000,ppb,P
WM5,NOX,01/09/2017 07:30,38.90000,ppb,P
WM5,NOX,01/09/2017 07:45,49.10000,ppb,P
WM5,NOX,01/09/2017 08:00,68.20000,ppb,P
WM5,NOX,01/09/2017 08:15,47.50000,ppb,P
WM5,NOX,01/09/2017 08:30,51.40000,ppb,P
WM5,NOX,01/09/2017 08:45,49.60000,ppb,P
WM5,NOX,01/09/2017 09:00,37.20000,ppb,P
WM5,NOX,01/09/2017 09:15,29.00000,ppb,P
WM5,NOX,01/09/2017 09:30,23.40000,ppb,P
WM5,NOX,01/09/2017 09:45,18.80000,ppb,P
WM5,NOX,01/09/2017 10:00,22.40000,ppb,P
WM5,NOX,01/09/2017 10:15,18.80000,ppb,P
WM5,NOX,01/09/2017 10:30,14.50000,ppb,P
WM5,NOX,01/09/2017 10:45,14.10000,ppb,P
WM5,NOX,01/09/2017 11:00,13.00000,ppb,P
WM5,NOX,01/09/2017 11:15,16.80000,ppb,P
WM5,NOX,01/09/2017 11:30,19.00000,ppb,P
WM5,NOX,01/09/2017 11:45,14.30000,ppb,P
WM5,NOX,01/09/2017 12:00,10.40000,ppb,P
WM5,NOX,01/09/2017 12:15,16.70000,ppb,P
WM5,NOX,01/09/2017 12:30,15.40000,ppb,P
WM5,NOX,01/09/2017 12:45,11.60000,ppb,P
WM5,NOX,01/09/2017 13:00,14.50000,ppb,P
WM5,NOX,01/09/2017 13:15,13.70000,ppb,P
WM5,NOX,01/09/2017 13:30,11.60000,ppb,P
WM5,NOX,01/09/2017 13:45,13.50000,ppb,P
WM5,NOX,01/09/2017 14:00,15.00000,ppb,P
WM5,NOX,01/09/2017 14:15,18.90000,ppb,P
WM5,NOX,01/09/2017 14:30,13.50000,ppb,P
WM5,NOX,01/09/2017 14:45,13.90000,ppb,P
WM5,NOX,01/09/2017 15:00,14.60000,ppb,P
WM5,NOX,01/09/2017 15:15,15.40000,ppb,P
WM5,NOX,01/09/2017 15:30,13.40000,ppb,P
WM5,NOX,01/09/2017 15:45,14.30000,ppb,P
WM5,NOX,01/09/2017 16:00,15.50000,ppb,P
WM5,NOX,01/09/2017 16:15,14.30000,ppb,P
WM5,NOX,01/09/2017 16:30,14.60000,ppb,P
WM5,NOX,01/09/2017 16:45,16.60000,ppb,P
WM5,NOX,01/09/2017 17:00,20.30000,ppb,P
WM5,NOX,01/09/2017 17:15,20.10000,ppb,P
WM5,NOX,01/09/2017 17:30,15.70000,ppb,P
WM5,NOX,01/09/2017 17:45,17.80000,ppb,P
WM5,NOX,01/09/2017 18:00,17.60000,ppb,P
WM5,NOX,01/09/2017 18:15,18.40000,ppb,P
WM5,NOX,01/09/2017 18:30,19.90000,ppb,P
WM5,NOX,01/09/2017 18:45,22.20000,ppb,P
WM5,NOX,01/09/2017 19:00,25.20000,ppb,P
WM5,NOX,01/09/2017 19:15,20.40000,ppb,P
WM5,NOX,01/09/2017 19:30,32.90000,ppb,P
WM5,NOX,01/09/2017 19:45,42.30000,ppb,P
WM5,NOX,01/09/2017 20:00,33.30000,ppb,P
WM5,NOX,01/09/2017 20:15,31.30000,ppb,P
WM5,NOX,01/09/2017 20:30,17.60000,ppb,P
WM5,NOX,01/09/2017 20:45,17.40000,ppb,P
WM5,NOX,01/09/2017 21:00,19.40000,ppb,P
WM5,NOX,01/09/2017 21:15,16.30000,ppb,P
WM5,NOX,01/09/2017 21:30,19.70000,ppb,P
WM5,NOX,01/09/2017 21:45,14.10000,ppb,P
WM5,NOX,01/09/2017 22:00,14.60000,ppb,P
WM5,NOX,01/09/2017 22:15,17.50000,ppb,P
WM5,NOX,01/09/2017 22:30,14.50000,ppb,P
WM5,NOX,01/09/2017 22:45,11.30000,ppb,P
WM5,NOX,01/09/2017 23:00,14.30000,ppb,P
WM5,NOX,01/09/2017 23:15,11.70000,ppb,P
WM5,NOX,01/09/2017 23:30,15.20000,ppb,P
WM5,NOX,01/09/2017 23:45,11.40000,ppb,P
WM5,NOX,02/09/2017 00:00,10.60000,ppb,P
WM5,NOX,02/09/2017 00:15,13.90000,ppb,P
WM5,NOX,02/09/2017 00:30,15.60000,ppb,P
WM5,NOX,02/09/2017 00:45,,ppb,P
WM5,NOX,02/09/2017 01:00,,ppb,P
WM5,NOX,02/09/2017 01:15,15.60000,ppb,P
WM5,NOX,02/09/2017 01:30,15.20000,ppb,P
WM5,NOX,02/09/2017 01:45,11.80000,ppb,P
WM5,NOX,02/09/2017 02:00,13.60000,ppb,P
WM5,NOX,02/09/2017 02:15,19.00000,ppb,P
WM5,NOX,02/09/2017 02:30,23.10000,ppb,P
WM5,NOX,02/09/2017 02:45,28.30000,ppb,P
WM5,NOX,02/09/2017 03:00,28.60000,ppb,P
WM5,NOX,02/09/2017 03:15,23.30000,ppb,P
WM5,NOX,02/09/2017 03:30,16.20000,ppb,P
WM5,NOX,02/09/2017 03:45,25.20000,ppb,P
WM5,NOX,02/09/2017 04:00,21.40000,ppb,P
WM5,NOX,02/09/2017 04:15,18.90000,ppb,P
WM5,NOX,02/09/2017 04:30,20.40000,ppb,P
WM5,NOX,02/09/2017 04:45,16.40000,ppb,P
WM5,NOX,02/09/2017 05:00,19.30000,ppb,P
WM5,NOX,02/09/2017 05:15,18.50000,ppb,P
WM5,NOX,02/09/2017 05:30,15.20000,ppb,P
WM5,NOX,02/09/2017 05:45,18.30000,ppb,P
WM5,NOX,02/09/2017 06:00,25.60000,ppb,P
WM5,NOX,02/09/2017 06:15,22.50000,ppb,P
WM5,NOX,02/09/2017 06:30,20.40000,ppb,P
WM5,NOX,02/09/2017 06:45,20.10000,ppb,P
WM5,NOX,02/09/2017 07:00,17.80000,ppb,P
WM5,NOX,02/09/2017 07:15,21.90000,ppb,P
WM5,NOX,02/09/2017 07:30,19.40000,ppb,P
WM5,NOX,02/09/2017 07:45,21.20000,ppb,P
WM5,NOX,02/09/2017 08:00,19.00000,ppb,P
WM5,NOX,02/09/2017 08:15,16.50000,ppb,P
WM5,NOX,02/09/2017 08:30,71.20000,ppb,P
WM5,NOX,02/09/2017 08:45,19.30000,ppb,P
WM5,NOX,02/09/2017 09:00,14.80000,ppb,P
WM5,NOX,02/09/2017 09:15,16.40000,ppb,P
WM5,NOX,02/09/2017 09:30,13.30000,ppb,P
WM5,NOX,02/09/2017 09:45,12.80000,ppb,P
WM5,NOX,02/09/2017 10:00,11.00000,ppb,P
WM5,NOX,02/09/2017 10:15,13.70000,ppb,P
WM5,NOX,02/09/2017 10:30,23.50000,ppb,P
WM5,NOX,02/09/2017 10:45,19.80000,ppb,P
WM5,NOX,02/09/2017 11:00,16.20000,ppb,P
WM5,NOX,02/09/2017 11:15,24.00000,ppb,P
WM5,NOX,02/09/2017 11:30,17.80000,ppb,P
WM5,NOX,02/09/2017 11:45,16.40000,ppb,P
WM5,NOX,02/09/2017 12:00,13.60000,ppb,P
WM5,NOX,02/09/2017 12:15,16.00000,ppb,P
WM5,NOX,02/09/2017 12:30,16.60000,ppb,P
WM5,NOX,02/09/2017 12:45,21.10000,ppb,P
WM5,NOX,02/09/2017 13:00,20.50000,ppb,P
WM5,NOX,02/09/2017 13:15,19.80000,ppb,P
WM5,NOX,02/09/2017 13:30,21.40000,ppb,P
WM5,NOX,02/09/2017 13:45,28.50000,ppb,P
WM5,NOX,02/09/2017 14:00,37.40000,ppb,P
WM5,NOX,02/09/2017 14:15,28.30000,ppb,P
WM5,NOX,02/09/2017 14:30,25.00000,ppb,P
WM5,NOX,02/09/2017 14:45,25.70000,ppb,P
WM5,NOX,02/09/2017 15:00,28.90000,ppb,P
WM5,NOX,02/09/2017 15:15,20.50000,ppb,P
WM5,NOX,02/09/2017 15:30,22.60000,ppb,P
WM5,NOX,02/09/2017 15:45,31.30000,ppb,P
WM5,NOX,02/09/2017 16:00,24.10000,ppb,P
WM5,NOX,02/09/2017 16:15,22.80000,ppb,P
WM5,NOX,02/09/2017 16:30,21.50000,ppb,P
WM5,NOX,02/09/2017 16:45,17.40000,ppb,P
WM5,NOX,02/09/2017 17:00,22.50000,ppb,P
WM5,NOX,02/09/2017 17:15,23.60000,ppb,P
WM5,NOX,02/09/2017 17:30,26.80000,ppb,P
WM5,NOX,02/09/2017 17:45,31.60000,ppb,P
WM5,NOX,02/09/2017 18:00,29.30000,ppb,P
WM5,NOX,02/09/2017 18:15,31.90000,ppb,P
WM5,NOX,02/09/2017 18:30,45.80000,ppb,P
WM5,NOX,02/09/2017 18:45,39.90000,ppb,P
WM5,NOX,02/09/2017 19:00,28.20000,ppb,P
WM5,NOX,02/09/2017 19:15,32.30000,ppb,P
WM5,NOX,02/09/2017 19:30,23.30000,ppb,P
WM5,NOX,02/09/2017 19:45,16.60000,ppb,P
WM5,NOX,02/09/2017 20:00,18.80000,ppb,P
WM5,NOX,02/09/2017 20:15,16.40000,ppb,P
WM5,NOX,02/09/2017 20:30,15.20000,ppb,P
WM5,NOX,02/09/2017 20:45,18.40000,ppb,P
WM5,NOX,02/09/2017 21:00,16.40000,ppb,P
WM5,NOX,02/09/2017 21:15,23.10000,ppb,P
WM5,NOX,02/09/2017 21:30,25.80000,ppb,P
WM5,NOX,02/09/2017 21:45,24.60000,ppb,P
WM5,NOX,02/09/2017 22:00,22.70000,ppb,P
WM5,NOX,02/09/2017 22:15,27.50000,ppb,P
WM5,NOX,02/09/2017 22:30,21.90000,ppb,P
WM5,NOX,02/09/2017 22:45,19.40000,ppb,P
WM5,NOX,02/09/2017 23:00,27.60000,ppb,P
WM5,NOX,02/09/2017 23:15,29.70000,ppb,P
WM5,NOX,02/09/2017 23:30,25.20000,ppb,P
WM5,NOX,02/09/2017 23:45,25.50000,ppb,P
WM5,NOX,03/09/2017 00:00,34.20000,ppb,P
WM5,NOX,03/09/2017 00:15,30.90000,ppb,P
WM5,NOX,03/09/2017 00:30,30.30000,ppb,P
WM5,NOX,03/09/2017 00:45,,ppb,P
WM5,NOX,03/09/2017 01:00,,ppb,P
WM5,NOX,03/09/2017 01:15,24.50000,ppb,P
WM5,NOX,03/09/2017 01:30,21.80000,ppb,P
WM5,NOX,03/09/2017 01:45,24.10000,ppb,P
WM5,NOX,03/09/2017 02:00,22.40000,ppb,P
WM5,NOX,03/09/2017 02:15,22.80000,ppb,P
WM5,NOX,03/09/2017 02:30,19.30000,ppb,P
WM5,NOX,03/09/2017 02:45,19.60000,ppb,P
WM5,NOX,03/09/2017 03:00,18.20000,ppb,P
WM5,NOX,03/09/2017 03:15,20.20000,ppb,P
WM5,NOX,03/09/2017 03:30,16.00000,ppb,P
WM5,NOX,03/09/2017 03:45,16.90000,ppb,P
WM5,NOX,03/09/2017 04:00,14.40000,ppb,P
WM5,NOX,03/09/2017 04:15,14.30000,ppb,P
WM5,NOX,03/09/2017 04:30,16.00000,ppb,P
WM5,NOX,03/09/2017 04:45,14.60000,ppb,P
WM5,NOX,03/09/2017 05:00,16.30000,ppb,P
WM5,NOX,03/09/2017 05:15,13.90000,ppb,P
WM5,NOX,03/09/2017 05:30,15.00000,ppb,P
WM5,NOX,03/09/2017 05:45,17.40000,ppb,P
WM5,NOX,03/09/2017 06:00,15.60000,ppb,P
WM5,NOX,03/09/2017 06:15,13.00000,ppb,P
WM5,NOX,03/09/2017 06:30,12.80000,ppb,P
WM5,NOX,03/09/2017 06:45,12.00000,ppb,P
WM5,NOX,03/09/2017 07:00,13.40000,ppb,P
WM5,NOX,03/09/2017 07:15,13.60000,ppb,P
WM5,NOX,03/09/2017 07:30,14.00000,ppb,P
WM5,NOX,03/09/2017 07:45,21.20000,ppb,P
WM5,NOX,03/09/2017 08:00,30.90000,ppb,P
WM5,NOX,03/09/2017 08:15,20.30000,ppb,P
WM5,NOX,03/09/2017 08:30,17.90000,ppb,P
WM5,NOX,03/09/2017 08:45,15.00000,ppb,P
WM5,NOX,03/09/2017 09:00,12.30000,ppb,P
WM5,NOX,03/09/2017 09:15,16.30000,ppb,P
WM5,NOX,03/09/2017 09:30,13.10000,ppb,P
WM5,NOX,03/09/2017 09:45,13.80000,ppb,P
WM5,NOX,03/09/2017 10:00,16.70000,ppb,P
WM5,NOX,03/09/2017 10:15,15.40000,ppb,P
WM5,NOX,03/09/2017 10:30,14.50000,ppb,P
WM5,NOX,03/09/2017 10:45,15.60000,ppb,P
WM5,NOX,03/09/2017 11:00,14.90000,ppb,P
WM5,NOX,03/09/2017 11:15,15.20000,ppb,P
WM5,NOX,03/09/2017 11:30,13.80000,ppb,P
WM5,NOX,03/09/2017 11:45,16.90000,ppb,P
WM5,NOX,03/09/2017 12:00,11.10000,ppb,P
WM5,NOX,03/09/2017 12:15,9.90000,ppb,P
WM5,NOX,03/09/2017 12:30,11.10000,ppb,P
WM5,NOX,03/09/2017 12:45,10.90000,ppb,P
WM5,NOX,03/09/2017 13:00,15.70000,ppb,P
WM5,NOX,03/09/2017 13:15,13.50000,ppb,P
WM5,NOX,03/09/2017 13:30,15.90000,ppb,P
WM5,NOX,03/09/2017 13:45,14.90000,ppb,P
WM5,NOX,03/09/2017 14:00,16.20000,ppb,P
WM5,NOX,03/09/2017 14:15,18.60000,ppb,P
WM5,NOX,03/09/2017 14:30,14.40000,ppb,P
WM5,NOX,03/09/2017 14:45,20.40000,ppb,P
WM5,NOX,03/09/2017 15:00,15.30000,ppb,P
WM5,NOX,03/09/2017 15:15,27.40000,ppb,P
WM5,NOX,03/09/2017 15:30,17.70000,ppb,P
WM5,NOX,03/09/2017 15:45,17.20000,ppb,P
WM5,NOX,03/09/2017 16:00,23.80000,ppb,P
WM5,NOX,03/09/2017 16:15,16.30000,ppb,P
WM5,NOX,03/09/2017 16:30,13.90000,ppb,P
WM5,NOX,03/09/2017 16:45,19.70000,ppb,P
WM5,NOX,03/09/2017 17:00,16.60000,ppb,P
WM5,NOX,03/09/2017 17:15,19.20000,ppb,P
WM5,NOX,03/09/2017 17:30,22.30000,ppb,P
WM5,NOX,03/09/2017 17:45,29.90000,ppb,P
WM5,NOX,03/09/2017 18:00,21.20000,ppb,P
WM5,NOX,03/09/2017 18:15,24.40000,ppb,P
WM5,NOX,03/09/2017 18:30,22.30000,ppb,P
WM5,NOX,03/09/2017 18:45,21.80000,ppb,P
WM5,NOX,03/09/2017 19:00,20.90000,ppb,P
WM5,NOX,03/09/2017 19:15,19.80000,ppb,P
WM5,NOX,03/09/2017 19:30,14.50000,ppb,P
WM5,NOX,03/09/2017 19:45,13.30000,ppb,P
WM5,NOX,03/09/2017 20:00,16.70000,ppb,P
WM5,NOX,03/09/2017 20:15,15.50000,ppb,P
WM5,NOX,03/09/2017 20:30,13.90000,ppb,P
WM5,NOX,03/09/2017 20:45,15.90000,ppb,P
WM5,NOX,03/09/2017 21:00,11.40000,ppb,P
WM5,NOX,03/09/2017 21:15,11.70000,ppb,P
WM5,NOX,03/09/2017 21:30,11.50000,ppb,P
WM5,NOX,03/09/2017 21:45,16.40000,ppb,P
WM5,NOX,03/09/2017 22:00,13.10000,ppb,P
WM5,NOX,03/09/2017 22:15,15.00000,ppb,P
WM5,NOX,03/09/2017 22:30,13.50000,ppb,P
WM5,NOX,03/09/2017 22:45,45.20000,ppb,P
WM5,NOX,03/09/2017 23:00,13.50000,ppb,P
WM5,NOX,03/09/2017 23:15,11.50000,ppb,P
WM5,NOX,03/09/2017 23:30,12.30000,ppb,P
WM5,NOX,03/09/2017 23:45,10.90000,ppb,P
WM5,NOX,04/09/2017 00:00,8.10000,ppb,P
WM5,NOX,04/09/2017 00:15,6.60000,ppb,P
WM5,NOX,04/09/2017 00:30,4.90000,ppb,P
WM5,NOX,04/09/2017 00:45,,ppb,P
WM5,NOX,04/09/2017 01:00,,ppb,P
WM5,NOX,04/09/2017 01:15,5.70000,ppb,P
WM5,NOX,04/09/2017 01:30,5.50000,ppb,P
WM5,NOX,04/09/2017 01:45,7.50000,ppb,P
WM5,NOX,04/09/2017 02:00,4.50000,ppb,P
WM5,NOX,04/09/2017 02:15,3.90000,ppb,P
WM5,NOX,04/09/2017 02:30,5.10000,ppb,P
WM5,NOX,04/09/2017 02:45,4.30000,ppb,P
WM5,NOX,04/09/2017 03:00,4.50000,ppb,P
WM5,NOX,04/09/2017 03:15,7.50000,ppb,P
WM5,NOX,04/09/2017 03:30,5.90000,ppb,P
WM5,NOX,04/09/2017 03:45,6.80000,ppb,P
WM5,NOX,04/09/2017 04:00,13.70000,ppb,P
WM5,NOX,04/09/2017 04:15,10.40000,ppb,P
WM5,NOX,04/09/2017 04:30,13.90000,ppb,P
WM5,NOX,04/09/2017 04:45,14.00000,ppb,P
WM5,NOX,04/09/2017 05:00,24.60000,ppb,P
WM5,NOX,04/09/2017 05:15,25.30000,ppb,P
WM5,NOX,04/09/2017 05:30,30.40000,ppb,P
WM5,NOX,04/09/2017 05:45,37.80000,ppb,P
WM5,NOX,04/09/2017 06:00,43.30000,ppb,P
WM5,NOX,04/09/2017 06:15,48.50000,ppb,P
WM5,NOX,04/09/2017 06:30,55.90000,ppb,P
WM5,NOX,04/09/2017 06:45,44.30000,ppb,P
WM5,NOX,04/09/2017 07:00,46.50000,ppb,P
WM5,NOX,04/09/2017 07:15,54.40000,ppb,P
WM5,NOX,04/09/2017 07:30,62.30000,ppb,P
WM5,NOX,04/09/2017 07:45,57.90000,ppb,P
WM5,NOX,04/09/2017 08:00,43.70000,ppb,P
WM5,NOX,04/09/2017 08:15,39.40000,ppb,P
WM5,NOX,04/09/2017 08:30,36.00000,ppb,P
WM5,NOX,04/09/2017 08:45,53.60000,ppb,P
WM5,NOX,04/09/2017 09:00,48.30000,ppb,P
WM5,NOX,04/09/2017 09:15,52.20000,ppb,P
WM5,NOX,04/09/2017 09:30,57.90000,ppb,P
WM5,NOX,04/09/2017 09:45,40.00000,ppb,P
WM5,NOX,04/09/2017 10:00,37.30000,ppb,P
WM5,NOX,04/09/2017 10:15,42.20000,ppb,P
WM5,NOX,04/09/2017 10:30,24.50000,ppb,P
WM5,NOX,04/09/2017 10:45,31.10000,ppb,P
WM5,NOX,04/09/2017 11:00,41.90000,ppb,P
WM5,NOX,04/09/2017 11:15,41.20000,ppb,P
WM5,NOX,04/09/2017 11:30,47.90000,ppb,P
WM5,NOX,04/09/2017 11:45,41.20000,ppb,P
WM5,NOX,04/09/2017 12:00,31.10000,ppb,P
WM5,NOX,04/09/2017 12:15,20.90000,ppb,P
WM5,NOX,04/09/2017 12:30,21.30000,ppb,P
WM5,NOX,04/09/2017 12:45,21.40000,ppb,P
WM5,NOX,04/09/2017 13:00,22.10000,ppb,P
WM5,NOX,04/09/2017 13:15,28.10000,ppb,P
WM5,NOX,04/09/2017 13:30,21.90000,ppb,P
WM5,NOX,04/09/2017 13:45,20.70000,ppb,P
WM5,NOX,04/09/2017 14:00,24.40000,ppb,P
WM5,NOX,04/09/2017 14:15,23.70000,ppb,P
WM5,NOX,04/09/2017 14:30,21.50000,ppb,P
WM5,NOX,04/09/2017 14:45,22.20000,ppb,P
WM5,NOX,04/09/2017 15:00,24.50000,ppb,P
WM5,NOX,04/09/2017 15:15,23.80000,ppb,P
WM5,NOX,04/09/2017 15:30,19.50000,ppb,P
WM5,NOX,04/09/2017 15:45,19.00000,ppb,P
WM5,NOX,04/09/2017 16:00,22.20000,ppb,P
WM5,NOX,04/09/2017 16:15,21.80000,ppb,P
WM5,NOX,04/09/2017 16:30,24.70000,ppb,P
WM5,NOX,04/09/2017 16:45,14.30000,ppb,P
WM5,NOX,04/09/2017 17:00,12.60000,ppb,P
WM5,NOX,04/09/2017 17:15,18.30000,ppb,P
WM5,NOX,04/09/2017 17:30,25.80000,ppb,P
WM5,NOX,04/09/2017 17:45,28.30000,ppb,P
WM5,NOX,04/09/2017 18:00,19.70000,ppb,P
WM5,NOX,04/09/2017 18:15,24.70000,ppb,P
WM5,NOX,04/09/2017 18:30,17.70000,ppb,P
WM5,NOX,04/09/2017 18:45,16.20000,ppb,P
WM5,NOX,04/09/2017 19:00,14.90000,ppb,P
WM5,NOX,04/09/2017 19:15,10.40000,ppb,P
WM5,NOX,04/09/2017 19:30,10.20000,ppb,P
WM5,NOX,04/09/2017 19:45,13.40000,ppb,P
WM5,NOX,04/09/2017 20:00,10.20000,ppb,P
WM5,NOX,04/09/2017 20:15,8.10000,ppb,P
WM5,NOX,04/09/2017 20:30,12.70000,ppb,P
WM5,NOX,04/09/2017 20:45,9.60000,ppb,P
WM5,NOX,04/09/2017 21:00,8.80000,ppb,P
WM5,NOX,04/09/2017 21:15,10.00000,ppb,P
WM5,NOX,04/09/2017 21:30,9.50000,ppb,P
WM5,NOX,04/09/2017 21:45,11.50000,ppb,P
WM5,NOX,04/09/2017 22:00,10.40000,ppb,P
WM5,NOX,04/09/2017 22:15,10.00000,ppb,P
WM5,NOX,04/09/2017 22:30,11.90000,ppb,P
WM5,NOX,04/09/2017 22:45,10.40000,ppb,P
WM5,NOX,04/09/2017 23:00,11.10000,ppb,P
WM5,NOX,04/09/2017 23:15,12.90000,ppb,P
WM5,NOX,04/09/2017 23:30,9.00000,ppb,P
WM5,NOX,04/09/2017 23:45,8.10000,ppb,P
WM5,NOX,05/09/2017 00:00,6.50000,ppb,P
WM5,NOX,05/09/2017 00:15,7.00000,ppb,P
WM5,NOX,05/09/2017 00:30,6.70000,ppb,P
WM5,NOX,05/09/2017 00:45,,ppb,P
WM5,NOX,05/09/2017 01:00,,ppb,P
WM5,NOX,05/09/2017 01:15,5.60000,ppb,P
WM5,NOX,05/09/2017 01:30,4.30000,ppb,P
WM5,NOX,05/09/2017 01:45,4.20000,ppb,P
WM5,NOX,05/09/2017 02:00,3.80000,ppb,P
WM5,NOX,05/09/2017 02:15,4.70000,ppb,P
WM5,NOX,05/09/2017 02:30,5.10000,ppb,P
WM5,NOX,05/09/2017 02:45,6.60000,ppb,P
WM5,NOX,05/09/2017 03:00,5.50000,ppb,P
WM5,NOX,05/09/2017 03:15,5.00000,ppb,P
WM5,NOX,05/09/2017 03:30,4.50000,ppb,P
WM5,NOX,05/09/2017 03:45,4.30000,ppb,P
WM5,NOX,05/09/2017 04:00,5.50000,ppb,P
WM5,NOX,05/09/2017 04:15,6.10000,ppb,P
WM5,NOX,05/09/2017 04:30,4.70000,ppb,P
WM5,NOX,05/09/2017 04:45,5.80000,ppb,P
WM5,NOX,05/09/2017 05:00,6.90000,ppb,P
WM5,NOX,05/09/2017 05:15,8.60000,ppb,P
WM5,NOX,05/09/2017 05:30,10.80000,ppb,P
WM5,NOX,05/09/2017 05:45,12.80000,ppb,P
WM5,NOX,05/09/2017 06:00,18.30000,ppb,P
WM5,NOX,05/09/2017 06:15,16.30000,ppb,P
WM5,NOX,05/09/2017 06:30,18.70000,ppb,P
WM5,NOX,05/09/2017 06:45,21.10000,ppb,P
WM5,NOX,05/09/2017 07:00,22.50000,ppb,P
WM5,NOX,05/09/2017 07:15,21.70000,ppb,P
WM5,NOX,05/09/2017 07:30,22.40000,ppb,P
WM5,NOX,05/09/2017 07:45,22.50000,ppb,P
WM5,NOX,05/09/2017 08:00,25.10000,ppb,P
WM5,NOX,05/09/2017 08:15,23.20000,ppb,P
WM5,NOX,05/09/2017 08:30,26.60000,ppb,P
WM5,NOX,05/09/2017 08:45,28.40000,ppb,P
WM5,NOX,05/09/2017 09:00,32.20000,ppb,P
WM5,NOX,05/09/2017 09:15,19.80000,ppb,P
WM5,NOX,05/09/2017 09:30,20.70000,ppb,P
WM5,NOX,05/09/2017 09:45,21.60000,ppb,P
WM5,NOX,05/09/2017 10:00,17.60000,ppb,P
WM5,NOX,05/09/2017 10:15,17.50000,ppb,P
WM5,NOX,05/09/2017 10:30,17.40000,ppb,P
WM5,NOX,05/09/2017 10:45,13.90000,ppb,P
WM5,NOX,05/09/2017 11:00,16.20000,ppb,P
WM5,NOX,05/09/2017 11:15,20.20000,ppb,P
WM5,NOX,05/09/2017 11:30,17.40000,ppb,P
WM5,NOX,05/09/2017 11:45,17.30000,ppb,P
WM5,NOX,05/09/2017 12:00,16.30000,ppb,P
WM5,NOX,05/09/2017 12:15,19.90000,ppb,P
WM5,NOX,05/09/2017 12:30,22.70000,ppb,P
WM5,NOX,05/09/2017 12:45,15.00000,ppb,P
WM5,NOX,05/09/2017 13:00,14.00000,ppb,P
WM5,NOX,05/09/2017 13:15,14.60000,ppb,P
WM5,NOX,05/09/2017 13:30,15.60000,ppb,P
WM5,NOX,05/09/2017 13:45,14.60000,ppb,P
WM5,NOX,05/09/2017 14:00,13.40000,ppb,P
WM5,NOX,05/09/2017 14:15,17.60000,ppb,P
WM5,NOX,05/09/2017 14:30,16.90000,ppb,P
WM5,NOX,05/09/2017 14:45,30.60000,ppb,P
WM5,NOX,05/09/2017 15:00,27.10000,ppb,P
WM5,NOX,05/09/2017 15:15,23.20000,ppb,P
WM5,NOX,05/09/2017 15:30,18.60000,ppb,P
WM5,NOX,05/09/2017 15:45,23.60000,ppb,P
WM5,NOX,05/09/2017 16:00,27.70000,ppb,P
WM5,NOX,05/09/2017 16:15,28.70000,ppb,P
WM5,NOX,05/09/2017 16:30,27.50000,ppb,P
WM5,NOX,05/09/2017 16:45,17.20000,ppb,P
WM5,NOX,05/09/2017 17:00,12.80000,ppb,P
WM5,NOX,05/09/2017 17:15,12.70000,ppb,P
WM5,NOX,05/09/2017 17:30,15.80000,ppb,P
WM5,NOX,05/09/2017 17:45,18.00000,ppb,P
WM5,NOX,05/09/2017 18:00,19.00000,ppb,P
WM5,NOX,05/09/2017 18:15,19.90000,ppb,P
WM5,NOX,05/09/2017 18:30,16.90000,ppb,P
WM5,NOX,05/09/2017 18:45,17.00000,ppb,P
WM5,NOX,05/09/2017 19:00,18.50000,ppb,P
WM5,NOX,05/09/2017 19:15,17.30000,ppb,P
WM5,NOX,05/09/2017 19:30,21.60000,ppb,P
WM5,NOX,05/09/2017 19:45,21.30000,ppb,P
WM5,NOX,05/09/2017 20:00,19.50000,ppb,P
WM5,NOX,05/09/2017 20:15,22.60000,ppb,P
WM5,NOX,05/09/2017 20:30,21.20000,ppb,P
